Crop,Year,Season,State,Area,Production,Rainfall,Yield,season_code,crop_code
Wheat,2017,Rabi,Gujarat,1058778.0,3101037,814.8,2.926666667,2,3
Maize,2017,Kharif,Haryana,6600.0,20600,417.1,2.711,1,0
Onion,2017,Whole Year,Haryana,29931.0,701504,417.1,23.97666667,4,1
Rice,2017,Kharif,Haryana,1422100.0,4880000,417.1,3.096190476,1,2
Wheat,2017,Rabi,Haryana,2530500.0,12265100,417.1,4.705454545,2,3
Maize,2017,Kharif,Himachal Pradesh,280811.0,711114,1182.2,2.886666667,1,0
Onion,2017,Rabi,Himachal Pradesh,594.0,3732,1182.2,6.06,2,1
Rice,2017,Kharif,Himachal Pradesh,71613.0,114785,1182.2,1.618181818,1,2
Wheat,2017,Rabi,Himachal Pradesh,342675.0,603587,1182.2,1.608333333,2,3
Maize,2017,Kharif,Jharkhand,284565.0,576153,1165.7,2.102916667,1,0
Maize,2017,Rabi,Jharkhand,10133.0,20579,1165.7,1.887777778,2,0
Rice,2017,Kharif,Jharkhand,1735411.0,3421253,1165.7,2.023333333,1,2
Wheat,2017,Rabi,Jharkhand,220963.0,468754,1165.7,2.164583333,2,3
Maize,2017,Kharif,Madhya Pradesh,1316520.0,4679550,800.0,2.5508,1,0
Maize,2017,Summer,Madhya Pradesh,35640.0,133020,800.0,3.540357143,3,0
Onion,2017,Whole Year,Madhya Pradesh,150865.6,3701014,800.0,23.00568627,4,1
Rice,2017,Kharif,Madhya Pradesh,2023070.0,4869658,800.0,1.806888889,1,2
Rice,2017,Summer,Madhya Pradesh,12070.0,29400,800.0,1.965294118,3,2
Wheat,2017,Rabi,Madhya Pradesh,5802980.0,20019950,800.0,3.345882353,2,3
Maize,2017,Kharif,Maharashtra,694785.0,2165565,1129.5,2.253461538,1,0
Maize,2017,Rabi,Maharashtra,333739.0,904932,1129.5,1.973793103,2,0
Maize,2017,Summer,Maharashtra,35002.0,54906,1129.5,1.334444444,3,0
Rice,2017,Kharif,Maharashtra,1424765.0,2668600,1129.5,1.637916667,1,2
Rice,2017,Summer,Maharashtra,26178.0,62200,1129.5,2.535833333,3,2
Wheat,2017,Rabi,Maharashtra,1137731.5,1884842,1129.5,1.505483871,2,3
Maize,2017,Kharif,Manipur,19810.0,45840,1780.0,2.284444444,1,0
Maize,2017,Rabi,Manipur,7120.0,17250,1780.0,2.426666667,2,0
Rice,2017,Kharif,Manipur,236710.0,607820,1780.0,2.18,1,2
Wheat,2017,Rabi,Manipur,2250.0,5620,1780.0,2.503333333,2,3
Maize,2017,Kharif,Mizoram,5474.0,8786,3865.8,1.67375,1,0
Maize,2017,Rabi,Mizoram,505.2,686,3865.8,1.3575,2,0
Onion,2017,Rabi,Mizoram,110.9,430,3865.8,7.24,2,1
Rice,2017,Autumn,Mizoram,19587.5,23580,3865.8,1.18625,0,2
Rice,2017,Kharif,Mizoram,16039.7,35029,3865.8,2.15625,1,2
Rice,2017,Rabi,Mizoram,487.0,998,3865.8,2.09,2,2
Maize,2017,Kharif,Nagaland,63680.0,126220,1722.1,1.981818182,1,0
Maize,2017,Rabi,Nagaland,5330.0,10560,1722.1,1.981666667,2,0
Rice,2017,Kharif,Nagaland,206750.0,509590,1722.1,2.421818182,1,2
Rice,2017,Rabi,Nagaland,5250.0,14850,1722.1,2.826666667,2,2
Wheat,2017,Rabi,Nagaland,3410.0,6260,1722.1,1.834444444,2,3
Maize,2017,Kharif,Punjab,114000.0,423000,497.5,3.750833333,1,0
Rice,2017,Kharif,Punjab,3065000.0,13382000,497.5,4.252727273,1,2
Wheat,2017,Rabi,Punjab,3512000.0,17830000,497.5,5.013181818,2,3
Maize,2017,Kharif,Telangana,463203.0,1597928,815.7,4.169333333,1,0
Maize,2017,Rabi,Telangana,167254.0,1154219,815.7,6.646333333,2,0
Onion,2017,Kharif,Telangana,4319.0,79105,815.7,18.15833333,1,1
Onion,2017,Rabi,Telangana,9378.0,341048,815.7,34.61428571,2,1
Rice,2017,Kharif,Telangana,1046987.0,2946004,815.7,2.672333333,1,2
Rice,2017,Rabi,Telangana,915389.0,3317425,815.7,3.532666667,2,2
Wheat,2017,Kharif,Telangana,2.0,2,815.7,1.0,1,3
Wheat,2017,Rabi,Telangana,4156.0,5771,815.7,1.429,2,3
Maize,2017,Kharif,Tripura,13596.0,19137,3326.8,1.4275,1,0
Maize,2017,Rabi,Tripura,2140.0,3336,3326.8,1.55,2,0
Rice,2017,Autumn,Tripura,37775.0,104258,3326.8,2.68125,0,2
Rice,2017,Kharif,Tripura,15837.0,16787,3326.8,1.02625,1,2
Rice,2017,Summer,Tripura,72224.0,235115,3326.8,3.1475,3,2
Rice,2017,Winter,Tripura,148232.0,455932,3326.8,3.045,5,2
Wheat,2017,Rabi,Tripura,195.0,396,3326.8,2.025,2,3
Maize,2017,Kharif,Uttar Pradesh,664457.0,1456460,652.1,1.973013699,1,0
Maize,2017,Rabi,Uttar Pradesh,13788.0,41388,652.1,2.979298246,2,0
Maize,2017,Summer,Uttar Pradesh,46098.0,101045,652.1,2.1865,3,0
Onion,2017,Rabi,Uttar Pradesh,13007.0,189992,652.1,14.51013514,2,1
Onion,2017,Summer,Uttar Pradesh,12557.0,180634,652.1,14.14591549,3,1
Rice,2017,Kharif,Uttar Pradesh,5897871.0,15441958,652.1,2.541333333,1,2
Rice,2017,Summer,Uttar Pradesh,25761.0,76645,652.1,2.67,3,2
Wheat,2017,Rabi,Uttar Pradesh,9752941.0,35645666,652.1,3.649866667,2,3
Maize,2017,Kharif,Uttarakhand,20806.0,42563,1475.8,1.868461538,1,0
Maize,2017,Summer,Uttarakhand,66.0,96,1475.8,1.415,3,0
Onion,2017,Whole Year,Uttarakhand,3499.0,56138,1475.8,16.44,4,1
Rice,2017,Kharif,Uttarakhand,246539.0,620027,1475.8,1.909230769,1,2
Rice,2017,Summer,Uttarakhand,13953.0,44845,1475.8,3.223333333,3,2
Wheat,2017,Rabi,Uttarakhand,330401.0,929884,1475.8,2.100769231,2,3
Maize,2017,Autumn,West Bengal,56185.0,151542,1830.0,2.583157895,0,0
Maize,2017,Rabi,West Bengal,117678.0,903874,1830.0,4.360666667,2,0
Maize,2017,Summer,West Bengal,71365.0,368001,1830.0,3.45952381,3,0
Rice,2017,Autumn,West Bengal,249341.0,633542,1830.0,2.45,0,2
Rice,2017,Summer,West Bengal,1295678.0,4671912,1830.0,3.375714286,3,2
Rice,2017,Winter,West Bengal,3992412.0,11010468,1830.0,2.684545455,5,2
Wheat,2017,Rabi,West Bengal,117360.0,362744,1830.0,2.676666667,2,3
Maize,2018,Kharif,Arunachal Pradesh,51000.0,78030,2992.9,1.659090909,1,0
Rice,2018,Kharif,Arunachal Pradesh,133200.0,239998,2992.9,1.737727273,1,2
Wheat,2018,Rabi,Arunachal Pradesh,3930.0,7742,2992.9,2.151818182,2,3
Maize,2018,Autumn,Bihar,223317.0,464137,1521.4,2.154375,0,0
Maize,2018,Rabi,Bihar,282344.0,2098443,1521.4,5.559705882,2,0
Maize,2018,Summer,Bihar,163817.0,631331,1521.4,3.415151515,3,0
Onion,2018,Rabi,Bihar,13014.0,170865,1521.4,11.76916667,2,1
Rice,2018,Autumn,Bihar,445393.0,615668,1521.4,1.439545455,0,2
Rice,2018,Summer,Bihar,60400.0,136281,1521.4,2.205,3,2
Rice,2018,Winter,Bihar,2653929.0,5403580,1521.4,1.809210526,5,2
Wheat,2018,Rabi,Bihar,2156652.0,6465905,1521.4,2.959473684,2,3
Maize,2018,Kharif,Chhattisgarh,118047.0,303145,1515.5,2.280740741,1,0
Onion,2018,Whole Year,Chhattisgarh,4619.0,25561,1515.5,5.641818182,4,1
Rice,2018,Kharif,Chhattisgarh,4141378.0,6509430,1515.5,1.521481481,1,2
Wheat,2018,Rabi,Chhattisgarh,99925.0,166979,1515.5,1.792692308,2,3
Maize,2018,Kharif,Gujarat,310536.0,549680,1125.4,1.835238095,1,0
Maize,2018,Rabi,Gujarat,95598.0,245862,1125.4,2.710526316,2,0
Maize,2018,Summer,Gujarat,3090.0,6356,1125.4,1.765,3,0
Onion,2018,Rabi,Gujarat,23847.0,673001,1125.4,27.7052,2,1
Onion,2018,Summer,Gujarat,1854.0,51062,1125.4,27.54,3,1
Rice,2018,Kharif,Gujarat,809367.0,1819260,1125.4,2.131,1,2
Rice,2018,Summer,Gujarat,29582.0,92755,1125.4,2.676153846,3,2
Wheat,2018,Rabi,Gujarat,797156.0,2407132,1125.4,3.0109375,2,3
Maize,2018,Kharif,Haryana,5900.0,15600,533.2,3.206,1,0
Onion,2018,Whole Year,Haryana,32010.0,780150,533.2,24.73863636,4,1
Rice,2018,Kharif,Haryana,1447000.0,4516000,533.2,2.94952381,1,2
Wheat,2018,Rabi,Haryana,2553100.0,12573000,533.2,4.825,2,3
Maize,2018,Kharif,Himachal Pradesh,286780.0,725553,1052.2,2.600833333,1,0
Onion,2018,Rabi,Himachal Pradesh,640.0,4015,1052.2,6.001,2,1
Rice,2018,Kharif,Himachal Pradesh,71810.0,114896,1052.2,1.623636364,1,2
Wheat,2018,Rabi,Himachal Pradesh,319002.0,564634,1052.2,1.594166667,2,3
Maize,2018,Kharif,Jharkhand,255145.0,443992,1222.7,1.8175,1,0
Maize,2018,Rabi,Jharkhand,5944.0,11324,1222.7,1.835789474,2,0
Rice,2018,Kharif,Jharkhand,1527103.0,2894101,1222.7,1.817916667,1,2
Wheat,2018,Rabi,Jharkhand,163847.0,302559,1222.7,1.921666667,2,3
Maize,2018,Kharif,Madhya Pradesh,1256645.0,4090669,1102.2,2.330588235,1,0
Onion,2018,Whole Year,Madhya Pradesh,149843.45,3683098,1102.2,23.08392157,4,1
Rice,2018,Kharif,Madhya Pradesh,2794020.0,5238850,1102.2,1.444901961,1,2
Wheat,2018,Rabi,Madhya Pradesh,7721549.0,25276038,1102.2,3.141764706,2,3
Maize,2018,Kharif,Maharashtra,707963.0,1364959,1387.4,1.515,1,0
Maize,2018,Rabi,Maharashtra,201409.0,379865,1387.4,1.349230769,2,0
Maize,2018,Summer,Maharashtra,17135.0,20570,1387.4,1.0155,3,0
Rice,2018,Kharif,Maharashtra,1417445.0,3143748,1387.4,1.657916667,1,2
Rice,2018,Summer,Maharashtra,47541.0,132050,1387.4,2.755833333,3,2
Wheat,2018,Rabi,Maharashtra,834423.25,1249407,1387.4,1.388666667,2,3
Maize,2018,Kharif,Manipur,19160.0,41020,1196.9,2.253333333,1,0
Maize,2018,Rabi,Manipur,7220.0,17140,1196.9,2.371111111,2,0
Rice,2018,Kharif,Manipur,233500.0,602430,1196.9,2.232222222,1,2
Wheat,2018,Rabi,Manipur,2290.0,5730,1196.9,2.395555556,2,3
Maize,2018,Kharif,Mizoram,5733.0,10300,1665.2,1.79125,1,0
Maize,2018,Rabi,Mizoram,430.0,670,1665.2,1.643333333,2,0
Onion,2018,Rabi,Mizoram,19.0,64,1665.2,4.2925,2,1
Rice,2018,Autumn,Mizoram,18957.0,23372,1665.2,1.215,0,2
Rice,2018,Kharif,Mizoram,16133.0,35678,1665.2,2.1975,1,2
Rice,2018,Rabi,Mizoram,460.0,960,1665.2,2.115,2,2
Maize,2018,Kharif,Nagaland,63710.0,126270,1372.7,1.981818182,1,0
Maize,2018,Rabi,Nagaland,5360.0,10630,1372.7,1.983333333,2,0
Rice,2018,Kharif,Nagaland,208990.0,519600,1372.7,2.444545455,1,2
Rice,2018,Rabi,Nagaland,5460.0,15440,1372.7,2.8275,2,2
Wheat,2018,Rabi,Nagaland,3420.0,6260,1372.7,1.83,2,3
Maize,2018,Kharif,Punjab,109200.0,395900,585.5,3.54625,1,0
Rice,2018,Kharif,Punjab,3103000.0,12822000,585.5,4.011818182,1,2
Wheat,2018,Rabi,Punjab,3520000.0,18262000,585.5,5.068636364,2,3
Maize,2018,Kharif,Telangana,426342.0,1323976,1350.3,3.95625,1,0
Maize,2018,Rabi,Telangana,116724.0,759015,1350.3,6.026451613,2,0
Onion,2018,Kharif,Telangana,4812.0,62954,1350.3,12.82,1,1
Onion,2018,Rabi,Telangana,7422.0,216343,1350.3,28.15518519,2,1
Rice,2018,Kharif,Telangana,1189264.0,4135049,1350.3,3.3065625,1,2
Rice,2018,Rabi,Telangana,742508.0,2533895,1350.3,3.208125,2,2
Wheat,2018,Rabi,Telangana,4844.0,9093,1350.3,1.807,2,3
Maize,2018,Kharif,Tripura,13519.0,17430,2169.1,1.3075,1,0
Maize,2018,Rabi,Tripura,2463.0,5265,2169.1,2.12375,2,0
Rice,2018,Autumn,Tripura,35340.0,93453,2169.1,2.50625,0,2
Rice,2018,Kharif,Tripura,15382.0,16267,2169.1,1.05375,1,2
Rice,2018,Summer,Tripura,70742.0,232551,2169.1,3.0775,3,2
Rice,2018,Winter,Tripura,147900.0,450930,2169.1,3.03375,5,2
Wheat,2018,Rabi,Tripura,157.0,332,2169.1,2.08625,2,3
Maize,2018,Kharif,Uttar Pradesh,673768.0,1392479,792.8,1.9284,1,0
Maize,2018,Rabi,Uttar Pradesh,13442.0,37694,792.8,2.801395349,2,0
Maize,2018,Summer,Uttar Pradesh,45815.0,94700,792.8,2.061333333,3,0
Onion,2018,Rabi,Uttar Pradesh,14729.0,227984,792.8,15.80146667,2,1
Onion,2018,Summer,Uttar Pradesh,12749.0,150144,792.8,11.87676056,3,1
Rice,2018,Kharif,Uttar Pradesh,5894983.0,15932429,792.8,2.6056,1,2
Rice,2018,Summer,Uttar Pradesh,29145.0,87266,792.8,2.662631579,3,2
Wheat,2018,Rabi,Uttar Pradesh,9855900.0,38039724,792.8,3.8556,2,3
Maize,2018,Kharif,Uttarakhand,21266.0,40107,1373.0,1.77,1,0
Maize,2018,Summer,Uttarakhand,118.0,166,1373.0,1.656,3,0
Onion,2018,Whole Year,Uttarakhand,3345.0,53748,1373.0,16.14384615,4,1
Rice,2018,Kharif,Uttarakhand,243666.0,574963,1373.0,1.804615385,1,2
Rice,2018,Summer,Uttarakhand,15682.0,51570,1373.0,3.283333333,3,2
Wheat,2018,Rabi,Uttarakhand,307452.0,927657,1373.0,2.349230769,2,3
Maize,2018,Autumn,West Bengal,53660.0,182239,2012.6,3.236666667,0,0
Maize,2018,Rabi,West Bengal,102911.0,745795,2012.6,4.09,2,0
Maize,2018,Summer,West Bengal,107731.0,804847,2012.6,3.972380952,3,0
Rice,2018,Autumn,West Bengal,230980.0,609496,2012.6,2.672380952,0,2
Rice,2018,Summer,West Bengal,1279500.0,4615344,2012.6,3.45952381,3,2
Rice,2018,Winter,West Bengal,4002092.0,11282409,2012.6,2.744545455,5,2
Wheat,2018,Rabi,West Bengal,112147.0,337751,2012.6,2.483,2,3
Maize,2019,Kharif,Arunachal Pradesh,51100.0,79205,2433.3,1.6756,1,0
Rice,2019,Kharif,Arunachal Pradesh,133500.0,244741,2433.3,1.7792,1,2
Wheat,2019,Rabi,Arunachal Pradesh,3930.0,7742,2433.3,2.168333333,2,3
Maize,2019,Autumn,Bihar,209307.0,434878,1194.7,2.31625,0,0
Maize,2019,Rabi,Bihar,301268.0,2279174,1194.7,5.7365625,2,0
Maize,2019,Summer,Bihar,162563.0,781348,1194.7,4.237941176,3,0
Onion,2019,Rabi,Bihar,12965.0,173086,1194.7,12.60526316,2,1
Rice,2019,Autumn,Bihar,443965.0,727611,1194.7,1.759583333,0,2
Rice,2019,Summer,Bihar,60399.0,128812,1194.7,2.142857143,3,2
Rice,2019,Winter,Bihar,2593026.0,6096095,1194.7,2.173157895,5,2
Wheat,2019,Rabi,Bihar,2150180.0,5579348,1194.7,2.569473684,2,3
Maize,2019,Kharif,Chhattisgarh,130433.0,406821,1420.3,2.808214286,1,0
Onion,2019,Whole Year,Chhattisgarh,4395.0,24013,1420.3,5.0708,4,1
Rice,2019,Kharif,Chhattisgarh,4266022.0,8569367,1420.3,1.936428571,1,2
Wheat,2019,Rabi,Chhattisgarh,116274.0,135888,1420.3,1.336538462,2,3
Maize,2019,Kharif,Gujarat,300503.0,449952,1067.8,1.603636364,1,0
Maize,2019,Rabi,Gujarat,132342.0,333579,1067.8,2.556190476,2,0
Maize,2019,Summer,Gujarat,5516.0,12676,1067.8,2.189,3,0
Onion,2019,Rabi,Gujarat,41408.0,1211977,1067.8,28.8925,2,1
Onion,2019,Summer,Gujarat,7176.0,204332,1067.8,28.464,3,1
Rice,2019,Kharif,Gujarat,849599.0,1821136,1067.8,1.948571429,1,2
Rice,2019,Summer,Gujarat,54751.0,161497,1067.8,2.848571429,3,2
Wheat,2019,Rabi,Gujarat,1393487.0,4553681,1067.8,3.1434375,2,3
Maize,2019,Kharif,Haryana,6050.0,17290,351.8,3.085263158,1,0
Onion,2019,Whole Year,Haryana,23749.0,610443,351.8,24.54181818,4,1
Rice,2019,Kharif,Haryana,1558900.0,5194600,351.8,3.048095238,1,2
Wheat,2019,Rabi,Haryana,2533800.0,11876900,351.8,4.618181818,2,3
Maize,2019,Kharif,Himachal Pradesh,287444.0,744603,1217.7,2.630833333,1,0
Onion,2019,Rabi,Himachal Pradesh,952.0,7050,1217.7,7.29,2,1
Rice,2019,Kharif,Himachal Pradesh,72620.0,116879,1217.7,1.656363636,1,2
Wheat,2019,Rabi,Himachal Pradesh,319098.0,619689,1217.7,1.7575,2,3
Maize,2019,Kharif,Jharkhand,249127.0,494885,1137.8,2.047916667,1,0
Maize,2019,Rabi,Jharkhand,7644.0,16043,1137.8,1.985238095,2,0
Rice,2019,Kharif,Jharkhand,1357726.0,3612589,1137.8,2.663333333,1,2
Wheat,2019,Rabi,Jharkhand,214780.0,439401,1137.8,2.055,2,3
Maize,2019,Kharif,Madhya Pradesh,1516103.0,4369819,1446.7,1.999411765,1,0
Maize,2019,Summer,Madhya Pradesh,20995.0,119761,1446.7,2.768387097,3,0
Onion,2019,Whole Year,Madhya Pradesh,173886.5,4270702,1446.7,23.21745098,4,1
Rice,2019,Kharif,Madhya Pradesh,3076000.0,7268659,1446.7,1.858,1,2
Rice,2019,Summer,Madhya Pradesh,34311.0,94770,1446.7,0.8775,3,2
Wheat,2019,Rabi,Madhya Pradesh,10216517.0,37507219,1446.7,3.519423077,2,3
Maize,2019,Kharif,Maharashtra,771711.0,1051683,1555.8,1.363214286,1,0
Maize,2019,Rabi,Maharashtra,297952.0,795312,1555.8,2.171333333,2,0
Maize,2019,Summer,Maharashtra,56994.0,112994,1555.8,1.783913043,3,0
Rice,2019,Kharif,Maharashtra,1478093.0,2701810,1555.8,1.256296296,1,2
Rice,2019,Summer,Maharashtra,74896.0,195623,1555.8,2.660833333,3,2
Wheat,2019,Rabi,Maharashtra,1056965.0,1793440,1555.8,1.564,2,3
Maize,2019,Kharif,Mizoram,5860.0,10903,2178.5,1.77625,1,0
Maize,2019,Rabi,Mizoram,493.0,765,2178.5,1.645,2,0
Onion,2019,Rabi,Mizoram,18.3,34,2178.5,3.76,2,1
Rice,2019,Autumn,Mizoram,18510.0,22904,2178.5,1.18875,0,2
Rice,2019,Kharif,Mizoram,16232.0,36357,2178.5,2.2025,1,2
Rice,2019,Rabi,Mizoram,468.0,978,2178.5,2.135,2,2
Maize,2019,Kharif,Nagaland,63740.0,126460,1593.0,1.982727273,1,0
Maize,2019,Rabi,Nagaland,5390.0,10700,1593.0,1.983333333,2,0
Rice,2019,Kharif,Nagaland,211280.0,528920,1593.0,2.459090909,1,2
Rice,2019,Rabi,Nagaland,5670.0,16050,1593.0,2.83,2,2
Wheat,2019,Rabi,Nagaland,3430.0,6280,1593.0,1.831111111,2,3
Maize,2019,Autumn,Odisha,61041.0,175675,1593.9,2.048181818,0,0
Maize,2019,Summer,Odisha,3934.0,13113,1593.9,2.243,3,0
Maize,2019,Winter,Odisha,95.0,226,1593.9,2.48125,5,0
Onion,2019,Rabi,Odisha,35120.0,437140,1593.9,12.21413793,2,1
Rice,2019,Autumn,Odisha,426080.0,769480,1593.9,1.8825,0,2
Rice,2019,Summer,Odisha,292610.0,932910,1593.9,2.796896552,3,2
Rice,2019,Winter,Odisha,3222020.0,8052660,1593.9,2.564666667,5,2
Wheat,2019,Summer,Odisha,118.0,164,1593.9,1.495,3,3
Maize,2019,Kharif,Punjab,114600.0,410500,653.2,3.539444444,1,0
Rice,2019,Kharif,Punjab,3142000.0,12675000,653.2,3.930909091,1,2
Wheat,2019,Rabi,Punjab,3521000.0,17619000,653.2,4.892272727,2,3
Maize,2019,Kharif,Telangana,390692.0,1893085,1031.7,5.12125,1,0
Maize,2019,Rabi,Telangana,252561.0,1750601,1031.7,6.5721875,2,0
Onion,2019,Kharif,Telangana,2383.0,53176,1031.7,21.95478261,1,1
Onion,2019,Rabi,Telangana,5026.0,172149,1031.7,32.85966667,2,1
Rice,2019,Kharif,Telangana,1631151.0,5985349,1031.7,3.575625,1,2
Rice,2019,Rabi,Telangana,1585062.0,5900447,1031.7,3.610625,2,2
Wheat,2019,Kharif,Telangana,1.0,0,1031.7,0.0,1,3
Wheat,2019,Rabi,Telangana,4471.0,8237,1031.7,1.798461538,2,3
Maize,2019,Kharif,Tripura,12485.0,17757,2252.8,1.42,1,0
Maize,2019,Rabi,Tripura,2150.0,5217,2252.8,2.41875,2,0
Rice,2019,Autumn,Tripura,34235.0,94357,2252.8,2.6425,0,2
Rice,2019,Kharif,Tripura,15228.0,16175,2252.8,1.06875,1,2
Rice,2019,Summer,Tripura,70577.0,228104,2252.8,3.13,3,2
Rice,2019,Winter,Tripura,147295.0,471608,2252.8,3.17375,5,2
Wheat,2019,Rabi,Tripura,148.0,331,2252.8,2.228333333,2,3
Maize,2019,Kharif,Uttar Pradesh,665264.0,1641286,814.5,2.039466667,1,0
Maize,2019,Rabi,Uttar Pradesh,14992.0,42414,814.5,2.745813953,2,0
Maize,2019,Summer,Uttar Pradesh,48817.0,120432,814.5,2.467962963,3,0
Onion,2019,Rabi,Uttar Pradesh,11734.0,167327,814.5,14.46173333,2,1
Onion,2019,Summer,Uttar Pradesh,16231.0,265715,814.5,16.15106061,3,1
Rice,2019,Kharif,Uttar Pradesh,5898690.0,16947998,814.5,2.823466667,1,2
Rice,2019,Summer,Uttar Pradesh,25659.0,79891,814.5,2.968717949,3,2
Wheat,2019,Rabi,Uttar Pradesh,9852504.0,36209665,814.5,3.688533333,2,3
Maize,2019,Kharif,Uttarakhand,21193.0,40823,1378.9,1.706923077,1,0
Maize,2019,Summer,Uttarakhand,362.0,491,1378.9,1.7,3,0
Onion,2019,Whole Year,Uttarakhand,3474.0,56216,1378.9,16.14615385,4,1
Rice,2019,Kharif,Uttarakhand,240411.0,615514,1378.9,1.933846154,1,2
Rice,2019,Summer,Uttarakhand,17370.0,61915,1378.9,3.563333333,3,2
Wheat,2019,Rabi,Uttarakhand,303283.0,887440,1378.9,2.376923077,2,3
Maize,2019,Autumn,West Bengal,50026.0,170292,1733.4,3.178333333,0,0
Maize,2019,Rabi,West Bengal,171547.0,1284319,1733.4,4.138235294,2,0
Maize,2019,Summer,West Bengal,140811.0,992934,1733.4,3.916666667,3,0
Rice,2019,Autumn,West Bengal,215126.0,514586,1733.4,2.434285714,0,2
Rice,2019,Summer,West Bengal,1271772.0,4616835,1733.4,3.464285714,3,2
Rice,2019,Winter,West Bengal,4004077.0,11344600,1733.4,2.771363636,5,2
Wheat,2019,Rabi,West Bengal,188308.0,509970,1733.4,2.647619048,2,3
Maize,2020,Kharif,Uttarakhand,19697.0,41108,1313.947826,1.973076923,1,0
Maize,2020,Summer,Uttarakhand,198.0,430,1313.947826,2.125,3,0
Onion,2020,Whole Year,Uttarakhand,3590.0,49670,1313.947826,14.18461538,4,1
Rice,2020,Kharif,Uttarakhand,241936.0,669372,1313.947826,2.093076923,1,2
Rice,2020,Summer,Uttarakhand,15315.0,55057,1313.947826,3.563333333,3,2
Wheat,2020,Rabi,Uttarakhand,297189.0,937003,1313.947826,2.216153846,2,3
Maize,2001,Kharif,Delhi,53.0,95,611.9,1.79,1,0
Rice,2001,Kharif,Delhi,6405.0,12063,611.9,1.88,1,2
Wheat,2001,Rabi,Delhi,26114.0,91660,611.9,3.51,2,3
Maize,2001,Kharif,Jammu and Kashmir,326476.0,538070,953.8,1.493333333,1,0
Onion,2001,Whole Year,Jammu and Kashmir,518.0,1159,953.8,1.86,4,1
Rice,2001,Kharif,Jammu and Kashmir,249830.0,422298,953.8,1.634166667,1,2
Wheat,2001,Rabi,Jammu and Kashmir,255514.0,339390,953.8,1.418333333,2,3
Maize,2002,Kharif,Delhi,94.0,228,593.6,2.43,1,0
Rice,2002,Kharif,Delhi,6096.0,12907,593.6,2.12,1,2
Wheat,2002,Rabi,Delhi,19860.0,79718,593.6,4.01,2,3
Maize,2002,Kharif,Jammu and Kashmir,329465.0,465090,933.2,1.3475,1,0
Onion,2002,Whole Year,Jammu and Kashmir,495.0,1107,933.2,1.975714286,4,1
Rice,2002,Kharif,Jammu and Kashmir,236199.0,421457,933.2,1.708333333,1,2
Wheat,2002,Rabi,Jammu and Kashmir,244157.0,401900,933.2,1.465,2,3
Onion,2002,Whole Year,Puducherry,3.0,45,1434.5875,15.0,4,1
Rice,2002,Kharif,Puducherry,24142.0,57514,1434.5875,2.56,1,2
Maize,2002,Kharif,Uttar Pradesh,755265.0,836410,664.0,1.069565217,1,0
Maize,2002,Rabi,Uttar Pradesh,19933.0,22064,664.0,1.100689655,2,0
Onion,2002,Rabi,Uttar Pradesh,8199.0,84614,664.0,10.3219697,2,1
Onion,2002,Summer,Uttar Pradesh,11157.0,124734,664.0,11.18074627,3,1
Onion,2002,Whole Year,Uttar Pradesh,61.0,630,664.0,10.325,4,1
Rice,2002,Kharif,Uttar Pradesh,5209137.0,9586935,664.0,1.765942029,1,2
Rice,2002,Summer,Uttar Pradesh,4292.0,9411,664.0,1.960952381,3,2
Wheat,2002,Rabi,Uttar Pradesh,9162749.0,23745162,664.0,2.558550725,2,3
Maize,2003,Kharif,Himachal Pradesh,298467.0,729571,1112.6,2.503333333,1,0
Rice,2003,Kharif,Himachal Pradesh,81335.0,120624,1112.6,1.469090909,1,2
Wheat,2003,Rabi,Himachal Pradesh,365359.0,496930,1112.6,1.3625,2,3
Maize,2003,Kharif,Jammu and Kashmir,321189.0,532620,1430.3,1.561666667,1,0
Onion,2003,Whole Year,Jammu and Kashmir,631.0,1136,1430.3,1.967142857,4,1
Rice,2003,Kharif,Jammu and Kashmir,259815.0,504797,1430.3,1.870833333,1,2
Wheat,2003,Rabi,Jammu and Kashmir,250282.0,455540,1430.3,1.513333333,2,3
Maize,2004,Kharif,Himachal Pradesh,297887.0,636294,939.2,2.1625,1,0
Rice,2004,Kharif,Himachal Pradesh,79519.0,109129,939.2,1.454545455,1,2
Wheat,2004,Rabi,Himachal Pradesh,367770.0,687452,939.2,1.843333333,2,3
Maize,2004,Kharif,Jammu and Kashmir,322699.0,492270,1032.1,1.44,1,0
Rice,2004,Kharif,Jammu and Kashmir,250044.0,492732,1032.1,1.838333333,1,2
Wheat,2004,Rabi,Jammu and Kashmir,248613.0,474415,1032.1,1.814545455,2,3
Maize,2004,Autumn,Odisha,58692.0,94954,1290.4,1.0572,0,0
Maize,2004,Summer,Odisha,2071.0,4226,1290.4,1.267727273,3,0
Maize,2004,Winter,Odisha,1575.0,3107,1290.4,1.461538462,5,0
Onion,2004,Whole Year,Odisha,26684.0,241852,1290.4,8.963333333,4,1
Rice,2004,Autumn,Odisha,824000.0,677000,1290.4,0.98,0,2
Rice,2004,Summer,Odisha,293000.0,652000,1290.4,1.938148148,3,2
Rice,2004,Winter,Odisha,3375000.0,5207000,1290.4,1.511333333,5,2
Wheat,2004,Summer,Odisha,4054.0,5313,1290.4,1.266071429,3,3
Maize,2004,Kharif,Uttar Pradesh,841751.0,1294882,704.0,1.431142857,1,0
Maize,2004,Rabi,Uttar Pradesh,4156.0,19263,704.0,4.646785714,2,0
