Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Wheat,2009,Rabi       ,Himachal Pradesh,350440,324174,969.9,54605560.8,59574.8,0.933333333
Cotton(lint),2009,Kharif     ,Maharashtra,3391500,5111200,1002.4,528463530,576555,1.444230769
Rice,2009,Kharif     ,Maharashtra,1450000,2138100,1002.4,225939000,246500,1.106071429
Rice,2009,Summer     ,Maharashtra,20600,47700,1002.4,3209892,3502,2.251111111
Wheat,2009,Rabi       ,Maharashtra,1080900,1740200,1002.4,168425838,183753,1.53
Banana,2009,Whole Year ,Manipur,5841,60933,992.5,910144.62,992.97,10.64666667
Peas & beans (Pulses),2009,Rabi       ,Manipur,36746,31587,992.5,5725761.72,6246.82,0.82
Potato,2009,Whole Year ,Manipur,13650,113860,992.5,2126943,2320.5,8.286666667
Rice,2009,Kharif     ,Manipur,113890,265090,992.5,17746339.8,19361.3,1.923333333
Wheat,2009,Rabi       ,Manipur,12000,25050,992.5,1869840,2040,2.073333333
Cotton(lint),2009,Kharif     ,Nagaland,90,40,1225.9,14023.8,15.3,0.465
Peas & beans (Pulses),2009,Kharif     ,Nagaland,2050,2250,1225.9,319431,348.5,1.096
Peas & beans (Pulses),2009,Rabi       ,Nagaland,6800,6800,1225.9,1059576,1156,0.998181818
Potato,2009,Kharif     ,Nagaland,3030,28580,1225.9,472134.6,515.1,9.416363636
Potato,2009,Rabi       ,Nagaland,2950,36580,1225.9,459669,501.5,12.39
Rice,2009,Kharif     ,Nagaland,168570,240310,1225.9,26266577.4,28656.9,1.393636364
Wheat,2009,Rabi       ,Nagaland,2010,2410,1225.9,313198.2,341.7,1.198888889
Cotton(lint),2009,Kharif     ,Punjab,511000,2006000,371.3,79624020,86870,4.052727273
Peas & beans (Pulses),2009,Rabi       ,Punjab,1600,1800,371.3,249312,272,1.071428571
Rice,2009,Kharif     ,Punjab,2802000,11236000,371.3,436607640,476340,3.9775
Wheat,2009,Rabi       ,Punjab,3522000,15169000,371.3,548798040,598740,4.3205
Cotton(lint),2009,Kharif     ,Tripura,965,1437,2004.2,150366.3,164.05,1.4625
Peas & beans (Pulses),2009,Rabi       ,Tripura,724,538,2004.2,112813.68,123.08,0.74
Rice,2009,Kharif     ,Tripura,245538,640010,2004.2,38259731.16,41741.46,2.5225
Wheat,2009,Rabi       ,Tripura,667,1323,2004.2,103931.94,113.39,1.9825
Banana,2009,Summer     ,Uttar Pradesh,2336,96059,585.8,363995.52,397.12,41.10410256
Cotton(lint),2009,Kharif     ,Uttar Pradesh,4971,838,585.8,774581.22,845.07,0.1875
Onion,2009,Rabi       ,Uttar Pradesh,10494,180225,585.8,1635175.08,1783.98,16.93323944
Onion,2009,Summer     ,Uttar Pradesh,12686,176246,585.8,1976732.52,2156.62,13.71826087
Peas & beans (Pulses),2009,Rabi       ,Uttar Pradesh,312009,400401,585.8,48617242.38,53041.53,1.235362319
Potato,2009,Rabi       ,Uttar Pradesh,540797,13447272,585.8,84266988.54,91935.49,24.02859155
Rice,2009,Kharif     ,Uttar Pradesh,5148046,10714990,585.8,802168527.7,875167.82,2.00971831
Rice,2009,Summer     ,Uttar Pradesh,24695,61514,585.8,3847974.9,4198.15,2.13
Wheat,2009,Rabi       ,Uttar Pradesh,9668152,27518022,585.8,1506491445,1643585.84,2.80915493
Onion,2009,Whole Year ,Uttarakhand,2158,9211,847.8,336259.56,366.86,4.625833333
Peas & beans (Pulses),2009,Rabi       ,Uttarakhand,5504,5502,847.8,857633.28,935.68,0.650769231
Potato,2009,Kharif     ,Uttarakhand,10187,104530,847.8,1587338.34,1731.79,9.59
Potato,2009,Rabi       ,Uttarakhand,5873,70526,847.8,915130.86,998.41,10.60615385
Rice,2009,Kharif     ,Uttarakhand,270608,551716,847.8,42166138.56,46003.36,1.613846154
Rice,2009,Rabi       ,Uttarakhand,13775,39300,847.8,2146420.5,2341.75,2.85
Wheat,2009,Rabi       ,Uttarakhand,372846,829319,847.8,58096863.72,63383.82,1.674615385
Onion,2009,Rabi       ,Jharkhand,2948,12878,996.1,459357.36,501.16,4.763809524
Potato,2009,Rabi       ,Jharkhand,18429,128117,996.1,2871606.78,3132.93,6.558333333
Potato,2009,Winter     ,Jharkhand,19997,134624,996.1,3115932.54,3399.49,6.710434783
Rice,2009,Autumn     ,Jharkhand,157262,87970,996.1,24504564.84,26734.54,0.515217391
Rice,2009,Winter     ,Jharkhand,825787,504508,996.1,128674130.3,140383.79,0.58625
Wheat,2009,Rabi       ,Jharkhand,52510,61618,996.1,8182108.2,8926.7,1.314166667
Coconut ,2009,Whole Year ,West Bengal,28846,362736500,1317.2,4494783.72,4903.82,12313.48667
Cotton(lint),2009,Kharif     ,West Bengal,1289,3262,1317.2,200851.98,219.13,1.764
Peas & beans (Pulses),2009,Rabi       ,West Bengal,9391,11761,1317.2,1463305.62,1596.47,1.160666667
Potato,2009,Rabi       ,West Bengal,384451,13807997,1317.2,59905154.82,65356.67,31.58888889
Potato,2009,Summer     ,West Bengal,2430,30132,1317.2,378642.6,413.1,12.4
Rice,2009,Autumn     ,West Bengal,214062,466766,1317.2,33355140.84,36390.54,2.095
Rice,2009,Summer     ,West Bengal,1429703,4275871,1317.2,222776321.5,243049.51,2.79
Rice,2009,Winter     ,West Bengal,3986330,9597968,1317.2,621149940.6,677676.1,2.346111111
Wheat,2009,Rabi       ,West Bengal,315888,846657,1317.2,49221668.16,53700.96,2.401764706
Banana,2009,Whole Year ,Madhya Pradesh,8040,501350,904.1,1252792.8,1366.8,44.35692308
Cotton(lint),2009,Whole Year ,Madhya Pradesh,623072,132478,904.1,97087079.04,105922.24,0.198421053
Onion,2009,Whole Year ,Madhya Pradesh,51151,785475,904.1,7970348.82,8695.67,13.143
Peas & beans (Pulses),2009,Whole Year ,Madhya Pradesh,194056,90793,904.1,30237805.92,32989.52,0.492708333
Potato,2009,Whole Year ,Madhya Pradesh,60052,737859,904.1,9357302.64,10208.84,11.0822449
Rice,2009,Whole Year ,Madhya Pradesh,1593071,1355660,904.1,248232323.2,270822.07,0.906041667
Wheat,2009,Whole Year ,Madhya Pradesh,4458995,8865378,904.1,694800600.9,758029.15,1.8538
Peas & beans (Pulses),2010,Rabi       ,Bihar,19150,19822,629.2,3181006.5,4596,1.032894737
Rice,2010,Autumn     ,Bihar,495218,444042,629.2,82260661.98,118852.32,0.919642857
Rice,2010,Summer     ,Bihar,84465,163031,629.2,14030481.15,20271.6,1.827916667
Rice,2010,Winter     ,Bihar,2265685,2505545,629.2,376352935.3,543764.4,0.979210526
Wheat,2010,Rabi       ,Bihar,2100181,5094030,629.2,348861065.9,504043.44,2.282631579
Cotton(lint),2010,Kharif     ,Chhattisgarh,12,20,1283.1,1993.32,2.88,1.655
Onion,2010,Whole Year ,Chhattisgarh,4984,26101,1283.1,827892.24,1196.16,5.32625
Peas & beans (Pulses),2010,Rabi       ,Chhattisgarh,14177,4795,1283.1,2354941.47,3402.48,0.344375
Potato,2010,Whole Year ,Chhattisgarh,11893,53440,1283.1,1975546.23,2854.32,5.708235294
Rice,2010,Kharif     ,Chhattisgarh,3937796,6637737,1283.1,654107293.6,945071.04,1.702222222
Wheat,2010,Rabi       ,Chhattisgarh,103701,121745,1283.1,17225773.11,24888.24,1.395882353
Banana,2010,Whole Year ,Gujarat,23500,1650300,1107.5,3903585,5640,70.365
Cotton(lint),2010,Kharif     ,Gujarat,2623200,9825300,1107.5,435739752,629568,3.313043478
Onion,2010,Whole Year ,Gujarat,67100,1847900,1107.5,11145981,16104,26.0365
Potato,2010,Whole Year ,Gujarat,55100,1282700,1107.5,9152661,13224,21.58
Rice,2010,Kharif     ,Gujarat,728300,1423800,1107.5,120977913,174792,1.8275
Rice,2010,Summer     ,Gujarat,79800,242000,1107.5,13255578,19152,2.987777778
Wheat,2010,Rabi       ,Gujarat,1588600,5013400,1107.5,263882346,381264,3.0388
Cotton(lint),2010,Kharif     ,Haryana,493228,1747000,639.2,81930103.08,118374.72,2.095
Onion,2010,Whole Year ,Haryana,2150,43800,639.2,357136.5,516,19.95642857
Peas & beans (Pulses),2010,Rabi       ,Haryana,3007,2200,639.2,499492.77,721.68,0.58
Potato,2010,Whole Year ,Haryana,12412,280900,639.2,2061757.32,2978.88,21.70428571
Rice,2010,Kharif     ,Haryana,1243281,3465000,639.2,206521406.9,298387.44,2.561428571
Wheat,2010,Rabi       ,Haryana,2503963,11578000,639.2,415933293.9,600951.12,4.483333333
Cotton(lint),2010,Kharif     ,Himachal Pradesh,8,13,1319.8,1328.88,1.92,1.355
Peas & beans (Pulses),2010,Kharif     ,Himachal Pradesh,1250,1629,1319.8,207637.5,300,1.310909091
Peas & beans (Pulses),2010,Rabi       ,Himachal Pradesh,11713,22866,1319.8,1945646.43,2811.12,2.026363636
Potato,2010,Kharif     ,Himachal Pradesh,6411,64000,1319.8,1064931.21,1538.64,10.688
Potato,2010,Rabi       ,Himachal Pradesh,3423,23328,1319.8,568594.53,821.52,4.835
Rice,2010,Kharif     ,Himachal Pradesh,75426,110238,1319.8,12529012.86,18102.24,1.561818182
Wheat,2010,Rabi       ,Himachal Pradesh,346936,534707,1319.8,57629538.96,83264.64,1.539166667
Banana,2010,Whole Year ,Madhya Pradesh,8102,433263,856.3,1345823.22,1944.48,34.189375
Cotton(lint),2010,Kharif     ,Madhya Pradesh,586270,1006894,856.3,97385309.7,140704.8,1.465555556
Onion,2010,Whole Year ,Madhya Pradesh,56243,902250,856.3,9342524.73,13498.32,14.7518
Peas & beans (Pulses),2010,Rabi       ,Madhya Pradesh,247181,66496,856.3,41059235.91,59323.44,0.312708333
Potato,2010,Whole Year ,Madhya Pradesh,76482,655527,856.3,12704425.02,18355.68,9.318163265
Rice,2010,Kharif     ,Madhya Pradesh,1573535,1766596,856.3,261379898.8,377648.4,1.211666667
Wheat,2010,Rabi       ,Madhya Pradesh,4633125,9219781,856.3,769608393.7,1111950,1.8744
Cotton(lint),2010,Kharif     ,Maharashtra,3941900,7472500,1389,654789009,946056,1.861538462
Rice,2010,Kharif     ,Maharashtra,1486200,2625100,1389,246872682,356688,1.3116
Rice,2010,Summer     ,Maharashtra,29500,65800,1389,4900245,7080,2.388888889
Wheat,2010,Rabi       ,Maharashtra,1306600,2300800,1389,217039326,313584,1.709333333
Banana,2010,Whole Year ,Manipur,5899,76422,2160.5,979882.89,1415.76,12.94888889
Peas & beans (Pulses),2010,Rabi       ,Manipur,16110,14118,2160.5,2676032.1,3866.4,0.876666667
Potato,2010,Whole Year ,Manipur,13650,114000,2160.5,2267401.5,3276,8.286666667
Rice,2010,Kharif     ,Manipur,212680,480240,2160.5,35328274.8,51043.2,1.945555556
Wheat,2010,Rabi       ,Manipur,2100,5250,2160.5,348831,504,2.475
Cotton(lint),2010,Kharif     ,Mizoram,151,113,2738.7,25082.61,36.24,0.6425
Onion,2010,Rabi       ,Mizoram,3,9,2738.7,498.33,0.72,3
Potato,2010,Kharif     ,Mizoram,415,3610,2738.7,68935.65,99.6,6.7
Potato,2010,Rabi       ,Mizoram,16,89,2738.7,2657.76,3.84,5.56
Rice,2010,Autumn     ,Mizoram,28562,26499,2738.7,4744433.82,6854.88,0.92625
Rice,2010,Kharif     ,Mizoram,12123,20697,2738.7,2013751.53,2909.52,1.495
Rice,2010,Rabi       ,Mizoram,7,6,2738.7,1162.77,1.68,0.86
Cotton(lint),2010,Kharif     ,Nagaland,100,50,1771.8,16611,24,0.5
Peas & beans (Pulses),2010,Kharif     ,Nagaland,2150,2680,1771.8,357136.5,516,1.25
Potato,2010,Kharif     ,Nagaland,2750,34990,1771.8,456802.5,660,12.74
Potato,2010,Rabi       ,Nagaland,3500,43410,1771.8,581385,840,12.40285714
Rice,2010,Kharif     ,Nagaland,180060,378210,1771.8,29909766.6,43214.4,2.051818182
Rice,2010,Rabi       ,Nagaland,1330,3150,1771.8,220926.3,319.2,2.38
Wheat,2010,Rabi       ,Nagaland,3120,5340,1771.8,518263.2,748.8,1.712222222
Cotton(lint),2010,Kharif     ,Punjab,483000,1822000,392.7,80231130,115920,3.643636364
Peas & beans (Pulses),2010,Rabi       ,Punjab,3200,4100,392.7,531552,768,1.226666667
Rice,2010,Kharif     ,Punjab,2831000,10837000,392.7,470257410,679440,3.834
Wheat,2010,Rabi       ,Punjab,3510000,16472000,392.7,583046100,842400,4.6485
Cotton(lint),2010,Kharif     ,Tamil Nadu,120765,247930,1095.2,20060274.15,28983.6,2.360344828
Rice,2010,Kharif     ,Tamil Nadu,1905726,5792415,1095.2,316560145.9,457374.24,3.597419355
Cotton(lint),2010,Kharif     ,Tripura,1063,1574,2348.3,176574.93,255.12,1.4775
Peas & beans (Pulses),2010,Rabi       ,Tripura,918,694,2348.3,152488.98,220.32,0.765
Rice,2010,Kharif     ,Tripura,264558,702473,2348.3,43945729.38,63493.92,2.5725
Wheat,2010,Rabi       ,Tripura,316,637,2348.3,52490.76,75.84,2.02
Cotton(lint),2010,Kharif     ,Uttar Pradesh,3734,673,742.6,620254.74,896.16,0.168461538
Onion,2010,Rabi       ,Uttar Pradesh,9830,180951,742.6,1632861.3,2359.2,18.39901408
Peas & beans (Pulses),2010,Rabi       ,Uttar Pradesh,303341,353322,742.6,50387973.51,72801.84,1.29115942
Potato,2010,Rabi       ,Uttar Pradesh,556533,13576573,742.6,92445696.63,133567.92,22.96777778
Rice,2010,Kharif     ,Uttar Pradesh,5631949,11938078,742.6,935523048.4,1351667.76,2.052916667
Rice,2010,Summer     ,Uttar Pradesh,25121,54221,742.6,4172849.31,6029.04,2.032222222
Wheat,2010,Rabi       ,Uttar Pradesh,9636540,30000632,742.6,1600725659,2312769.6,3.077222222
Onion,2010,Whole Year ,Uttarakhand,2230,11814,1419,370425.3,535.2,5.695833333
Peas & beans (Pulses),2010,Rabi       ,Uttarakhand,6636,6785,1419,1102305.96,1592.64,0.711538462
Potato,2010,Kharif     ,Uttarakhand,7578,72287,1419,1258781.58,1818.72,8.47
Potato,2010,Rabi       ,Uttarakhand,4793,60822,1419,796165.23,1150.32,12.43307692
Rice,2010,Kharif     ,Uttarakhand,270416,495083,1419,44918801.76,64899.84,1.540769231
Rice,2010,Rabi       ,Uttarakhand,15277,50503,1419,2537662.47,3666.48,2.25
Wheat,2010,Rabi       ,Uttarakhand,371225,882920,1419,61664184.75,89094,1.863846154
Cotton(lint),2010,Kharif     ,Jammu and Kashmir,27,15,1352,4484.97,6.48,0.57
Onion,2010,Kharif     ,Jammu and Kashmir,187,166,1352,31062.57,44.88,0.984285714
Onion,2010,Rabi       ,Jammu and Kashmir,462,1110,1352,76742.82,110.88,2.207142857
Peas & beans (Pulses),2010,Kharif     ,Jammu and Kashmir,262,146,1352,43520.82,62.88,0.53
Peas & beans (Pulses),2010,Rabi       ,Jammu and Kashmir,724,666,1352,120263.64,173.76,0.712
Potato,2010,Kharif     ,Jammu and Kashmir,1180,6495,1352,196009.8,283.2,6.053333333
Potato,2010,Rabi       ,Jammu and Kashmir,1233,16702,1352,204813.63,295.92,17.04
Rice,2010,Kharif     ,Jammu and Kashmir,261347,507404,1352,43412350.17,62723.28,1.874
Wheat,2010,Rabi       ,Jammu and Kashmir,286777,442706,1352,47636527.47,68826.48,1.468
Onion,2010,Rabi       ,Jharkhand,3026,17427,694.6,502648.86,726.24,6.59
Potato,2010,Rabi       ,Jharkhand,18078,104669,694.6,3002936.58,4338.72,5.753333333
Wheat,2010,Rabi       ,Jharkhand,49596,54110,694.6,8238391.56,11903.04,1.091666667
Coconut ,2010,Whole Year ,West Bengal,28933,364187600,1096,4806060.63,6943.92,12327.335
Cotton(lint),2010,Kharif     ,West Bengal,631,1092,1096,104815.41,151.44,1.763333333
Peas & beans (Pulses),2010,Rabi       ,West Bengal,11622,13594,1096,1930530.42,2789.28,0.91375
Potato,2010,Rabi       ,West Bengal,406349,13391235,1096,67498632.39,97523.76,29.27833333
Potato,2010,Summer     ,West Bengal,2440,29768,1096,405308.4,585.6,12.2
Rice,2010,Autumn     ,West Bengal,212132,453439,1096,35237246.52,50911.68,2.081666667
Rice,2010,Summer     ,West Bengal,1369892,4506848,1096,227552760.1,328774.08,3.123888889
Rice,2010,Winter     ,West Bengal,3362122,8429323,1096,558482085.4,806909.28,2.487222222
Wheat,2010,Rabi       ,West Bengal,316808,874415,1096,52624976.88,76033.92,2.496666667
Peas & beans (Pulses),2011,Rabi       ,Bihar,18655,19232,1097.1,3125085.6,6156.15,1.027631579
Rice,2011,Autumn     ,Bihar,570397,914228,1097.1,95552905.44,188231.01,1.546774194
Rice,2011,Summer     ,Bihar,96160,182628,1097.1,16108723.2,31732.8,1.736190476
Rice,2011,Winter     ,Bihar,2684379,7141115,1097.1,449687170.1,885845.07,2.491578947
Wheat,2011,Rabi       ,Bihar,2141892,6530955,1097.1,358809747.8,706824.36,3.028684211
Coconut ,2011,Whole Year ,Chhattisgarh,73,0,1302.7,12228.96,24.09,0
Cotton(lint),2011,Kharif     ,Chhattisgarh,85,120,1302.7,14239.2,28.05,1.06
Onion,2011,Whole Year ,Chhattisgarh,5284,27352,1302.7,885175.68,1743.72,4.764782609
Peas & beans (Pulses),2011,Rabi       ,Chhattisgarh,14463,5014,1302.7,2422841.76,4772.79,0.340833333
Potato,2011,Kharif     ,Chhattisgarh,1847,9913,1302.7,309409.44,609.51,6.5875
Potato,2011,Rabi       ,Chhattisgarh,10371,55661,1302.7,1737349.92,3422.43,6.285833333
Rice,2011,Kharif     ,Chhattisgarh,3939826,6300825,1302.7,659999651.5,1300142.58,1.527777778
Wheat,2011,Rabi       ,Chhattisgarh,104825,135121,1302.7,17560284,34592.25,1.512
Banana,2011,Whole Year ,Gujarat,28600,2049900,890.5,4791072,9438,63.306
Cotton(lint),2011,Kharif     ,Gujarat,3003100,10374600,890.5,503079312,991023,3.286521739
Onion,2011,Rabi       ,Gujarat,63600,1860500,890.5,10654272,20988,24.66956522
Onion,2011,Summer     ,Gujarat,9200,258600,890.5,1541184,3036,26.965
Potato,2011,Whole Year ,Gujarat,77800,1792300,890.5,13033056,25674,21.34230769
Rice,2011,Kharif     ,Gujarat,751300,1521800,890.5,125857776,247929,1.951666667
Rice,2011,Summer     ,Gujarat,84200,267900,890.5,14105184,27786,3.122222222
Wheat,2011,Rabi       ,Gujarat,1350600,4072100,890.5,226252512,445698,3.01
Cotton(lint),2011,Kharif     ,Haryana,601756,2621000,471.5409091,100806165.1,198579.48,2.338888889
Onion,2011,Whole Year ,Haryana,1860,32400,471.5409091,311587.2,613.8,16.7075
Peas & beans (Pulses),2011,Rabi       ,Haryana,1153,1000,471.5409091,193150.56,380.49,0.326
Potato,2011,Whole Year ,Haryana,12074,263000,471.5409091,2022636.48,3984.42,20.60733333
Rice,2011,Kharif     ,Haryana,1234094,3574300,471.5409091,206735426.9,407251.02,2.63047619
Wheat,2011,Rabi       ,Haryana,2531302,13119000,471.5409091,424043711,835329.66,5.031904762
Cotton(lint),2011,Kharif     ,Himachal Pradesh,19,43,1108.3,3182.88,6.27,2.21
Onion,2011,Rabi       ,Himachal Pradesh,724,6262,1108.3,121284.48,238.92,9.198
Peas & beans (Pulses),2011,Kharif     ,Himachal Pradesh,1295,1705,1108.3,216938.4,427.35,1.331666667
Peas & beans (Pulses),2011,Rabi       ,Himachal Pradesh,1019,1685,1108.3,170702.88,336.27,1.396363636
Potato,2011,Kharif     ,Himachal Pradesh,6423,63593,1108.3,1075980.96,2119.59,11.144
Potato,2011,Rabi       ,Himachal Pradesh,3431,23799,1108.3,574761.12,1132.23,4.865
Rice,2011,Kharif     ,Himachal Pradesh,75043,108648,1108.3,12571203.36,24764.19,1.545454545
Wheat,2011,Rabi       ,Himachal Pradesh,345182,506782,1108.3,57824888.64,113910.06,1.423333333
Banana,2011,Whole Year ,Madhya Pradesh,16990,599932,852.6,2846164.8,5606.7,19.14631579
Cotton(lint),2011,Kharif     ,Madhya Pradesh,616858,1153463,852.6,103336052.2,203563.14,1.800952381
Onion,2011,Whole Year ,Madhya Pradesh,67857,1267840,852.6,11367404.64,22392.81,17.7412
Peas & beans (Pulses),2011,Rabi       ,Madhya Pradesh,231468,81967,852.6,38775519.36,76384.44,0.366734694
Potato,2011,Whole Year ,Madhya Pradesh,83912,1028929,852.6,14056938.24,27690.96,11.689375
Rice,2011,Kharif     ,Madhya Pradesh,1693231,2273045,852.6,283650057.1,558766.23,1.400416667
Wheat,2011,Rabi       ,Madhya Pradesh,5248479,14537038,852.6,879225202.1,1731998.07,2.5908
Cotton(lint),2011,Kharif     ,Maharashtra,4166700,6820100,1174.095455,698005584,1375011,1.7416
Rice,2011,Kharif     ,Maharashtra,1516400,2784600,1174.095455,254027328,500412,1.319642857
Rice,2011,Summer     ,Maharashtra,27800,64300,1174.095455,4657056,9174,2.427777778
Wheat,2011,Rabi       ,Maharashtra,878100,1498800,1174.095455,147099312,289773,1.646666667
Banana,2011,Whole Year ,Manipur,6279,81942,1533.561905,1051858.08,2072.07,13.05444444
Peas & beans (Pulses),2011,Rabi       ,Manipur,17524,16368,1533.561905,2935620.48,5782.92,0.935555556
Potato,2011,Whole Year ,Manipur,14400,122000,1533.561905,2412288,4752,8.478888889
Rice,2011,Kharif     ,Manipur,223670,591000,1533.561905,37469198.4,73811.1,2.34
Wheat,2011,Rabi       ,Manipur,2150,5370,1533.561905,360168,709.5,2.473333333
Cotton(lint),2011,Kharif     ,Mizoram,158,109,2439.340909,26468.16,52.14,0.63
Onion,2011,Rabi       ,Mizoram,2,8,2439.340909,335.04,0.66,4
Potato,2011,Kharif     ,Mizoram,319,2335,2439.340909,53438.88,105.27,5.87
Potato,2011,Rabi       ,Mizoram,90,534,2439.340909,15076.8,29.7,5.865
Rice,2011,Autumn     ,Mizoram,25826,26644,2439.340909,4326371.52,8522.58,1.04125
Rice,2011,Kharif     ,Mizoram,12700,25304,2439.340909,2127504,4191,2.03125
Rice,2011,Rabi       ,Mizoram,450,947,2439.340909,75384,148.5,2.3775
Cotton(lint),2011,Kharif     ,Nagaland,110,60,1544.354545,18427.2,36.3,0.53
Peas & beans (Pulses),2011,Kharif     ,Nagaland,2190,2730,1544.354545,366868.8,722.7,1.249
Peas & beans (Pulses),2011,Rabi       ,Nagaland,6940,6310,1544.354545,1162588.8,2290.2,0.905454545
Potato,2011,Rabi       ,Nagaland,6510,58780,1544.354545,1090555.2,2148.3,9.018181818
Rice,2011,Kharif     ,Nagaland,179050,376390,1544.354545,29994456,59086.5,2.049090909
Rice,2011,Rabi       ,Nagaland,2530,5990,1544.354545,423825.6,834.9,2.34
Wheat,2011,Rabi       ,Nagaland,3150,5390,1544.354545,527688,1039.5,1.711111111
Cotton(lint),2011,Kharif     ,Punjab,515000,1621000,705.2,86272800,169950,3.010909091
Peas & beans (Pulses),2011,Rabi       ,Punjab,2800,3500,705.2,469056,924,1.16
Rice,2011,Kharif     ,Punjab,2818000,10542000,705.2,472071360,929940,3.7495
Wheat,2011,Rabi       ,Punjab,3528000,17982000,705.2,591010560,1164240,5.0675
Cotton(lint),2011,Kharif     ,Tripura,949,1348,2295.609091,158976.48,313.17,1.4275
Peas & beans (Pulses),2011,Rabi       ,Tripura,890,690,2295.609091,149092.8,293.7,0.78
Rice,2011,Kharif     ,Tripura,265999,718304,2295.609091,44560152.48,87779.67,2.63
Wheat,2011,Rabi       ,Tripura,274,536,2295.609091,45900.48,90.42,1.9375
Banana,2011,Summer     ,Uttar Pradesh,2175,95023,777.4,364356,717.75,43.67269231
Cotton(lint),2011,Kharif     ,Uttar Pradesh,3842,911,777.4,643611.84,1267.86,0.236
Onion,2011,Rabi       ,Uttar Pradesh,11464,262239,777.4,1920449.28,3783.12,22.87569444
Onion,2011,Summer     ,Uttar Pradesh,13138,142324,777.4,2200877.76,4335.54,10.79070423
